date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:30:16	11564/11564	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:22:10%20GMT	https://colorlib.com/preview/theme/plataforma/blog.html	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/blog.html	(from https://colorlib.com/preview/theme/plataforma/)
21:30:17	9033/9033	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:22:11%20GMT	https://colorlib.com/preview/theme/plataforma/contact.html	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/contact.html	(from https://colorlib.com/preview/theme/plataforma/)
21:30:17	165746/165746	---M--	200	added ('OK')	image/jpeg	etag:%225d3966c6-2e759%22	https://colorlib.com/preview/theme/plataforma/images/bg_1.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/bg_1.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:17	293739/293739	---M--	200	added ('OK')	image/jpeg	etag:%225d3966c6-56989%22	https://colorlib.com/preview/theme/plataforma/images/about.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/about.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:17	203497/203497	---M--	200	added ('OK')	image/jpeg	etag:%225d3966cf-3864d%22	https://colorlib.com/preview/theme/plataforma/images/staff-1.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/staff-1.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:17	272386/272386	---M--	200	added ('OK')	image/jpeg	etag:%225d3966d2-4baaf%22	https://colorlib.com/preview/theme/plataforma/images/staff-2.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/staff-2.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:18	131675/131675	---M--	200	added ('OK')	image/jpeg	etag:%225d3966d0-23673%22	https://colorlib.com/preview/theme/plataforma/images/staff-3.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/staff-3.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:18	126537/126537	---M--	200	added ('OK')	image/jpeg	etag:%225d3966d1-214bb%22	https://colorlib.com/preview/theme/plataforma/images/staff-4.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/staff-4.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:18	76621/76621	---M--	200	added ('OK')	image/jpeg	etag:%225d3966c8-15492%22	https://colorlib.com/preview/theme/plataforma/images/image_1.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/image_1.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:18	60162/60162	---M--	200	added ('OK')	image/jpeg	etag:%225d3966c9-10bf0%22	https://colorlib.com/preview/theme/plataforma/images/image_2.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/image_2.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:18	78578/78578	---M--	200	added ('OK')	image/jpeg	etag:%225d3966ca-15ed9%22	https://colorlib.com/preview/theme/plataforma/images/image_3.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/image_3.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:19	80052/80052	---M--	200	added ('OK')	image/jpeg	etag:%225d3966ca-162e4%22	https://colorlib.com/preview/theme/plataforma/images/image_4.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/image_4.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:19	31682/31682	---M--	200	added ('OK')	image/jpeg	etag:%225d3966cc-8cfa%22	https://colorlib.com/preview/theme/plataforma/images/person_1.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/person_1.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:19	42386/42386	---M--	200	added ('OK')	image/jpeg	etag:%225d3966cd-bb43%22	https://colorlib.com/preview/theme/plataforma/images/person_2.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/person_2.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:19	31412/31412	---M--	200	added ('OK')	image/jpeg	etag:%225d3966cd-8918%22	https://colorlib.com/preview/theme/plataforma/images/person_3.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/person_3.jpg	(from https://colorlib.com/preview/theme/plataforma/)
21:30:20	18361/18361	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202019%2008:22:10%20GMT	https://colorlib.com/preview/theme/plataforma/blog-single.html	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/blog-single.html	(from https://colorlib.com/preview/theme/plataforma/)
21:30:20	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e624096-4d7%22	https://colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:20	268038/268038	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966db-41706%22	https://colorlib.com/preview/theme/plataforma/js/jquery.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/jquery.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:20	11421/11421	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966d8-2c9d%22	https://colorlib.com/preview/theme/plataforma/js/jquery-migrate-3.0.1.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/jquery-migrate-3.0.1.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:21	19032/19032	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966dd-4a58%22	https://colorlib.com/preview/theme/plataforma/js/popper.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/popper.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:21	55775/55775	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966d7-d9df%22	https://colorlib.com/preview/theme/plataforma/js/bootstrap.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/bootstrap.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:21	3601/3601	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966d9-1faf%22	https://colorlib.com/preview/theme/plataforma/js/jquery.easing.1.3.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/jquery.easing.1.3.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:21	8835/8835	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966dc-2283%22	https://colorlib.com/preview/theme/plataforma/js/jquery.waypoints.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/jquery.waypoints.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:22	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966db-3135%22	https://colorlib.com/preview/theme/plataforma/js/jquery.stellar.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/jquery.stellar.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:22	43237/43237	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966dd-a8e5%22	https://colorlib.com/preview/theme/plataforma/js/owl.carousel.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/owl.carousel.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:22	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966da-4ef8%22	https://colorlib.com/preview/theme/plataforma/js/jquery.magnific-popup.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/jquery.magnific-popup.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:22	14212/14212	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966d6-37a4%22	https://colorlib.com/preview/theme/plataforma/js/aos.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/aos.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:22	1391/1391	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966d9-56f%22	https://colorlib.com/preview/theme/plataforma/js/jquery.animateNumber.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/jquery.animateNumber.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:23	7447/7447	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966de-1d17%22	https://colorlib.com/preview/theme/plataforma/js/scrollax.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/scrollax.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:23	788/788	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966d7-79a%22	https://colorlib.com/preview/theme/plataforma/js/google-map.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/google-map.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:23	5543/5543	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3966dc-1d9b%22	https://colorlib.com/preview/theme/plataforma/js/main.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/js/main.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:24	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e624096-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://colorlib.com/preview/theme/plataforma/)
21:30:24	28196/28196	---M--	200	added ('OK')	application/octet-stream	etag:%225d3966fe-6e24%22	https://colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.eot	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.eot	(from https://colorlib.com/preview/theme/plataforma/css/open-iconic-bootstrap.min.css)
21:30:24	28196/28196	---M--	200	added ('OK')	application/octet-stream	etag:%225d3966fe-6e24%22	https://colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.eot?	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconicd41d.eot	(from https://colorlib.com/preview/theme/plataforma/css/open-iconic-bootstrap.min.css)
21:30:25	14984/14984	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225d396700-3a88%22	https://colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.woff	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.woff	(from https://colorlib.com/preview/theme/plataforma/css/open-iconic-bootstrap.min.css)
21:30:25	28028/28028	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225d3966ff-6d7c%22	https://colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.ttf	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.ttf	(from https://colorlib.com/preview/theme/plataforma/css/open-iconic-bootstrap.min.css)
21:30:25	20996/20996	---MCZ	200	added ('OK')	font/opentype	etag:W/%225d3966fe-5204%22	https://colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.otf	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.otf	(from https://colorlib.com/preview/theme/plataforma/css/open-iconic-bootstrap.min.css)
21:30:26	54789/54789	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d3966ff-d605%22	https://colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.svg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/open-iconic/open-iconic.svg	(from https://colorlib.com/preview/theme/plataforma/css/open-iconic-bootstrap.min.css)
21:30:26	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2016:00:09%20GMT	https://colorlib.com/preview/theme/plataforma/css/owl.video.play.png	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/css/owl.video.play.png	(from https://colorlib.com/preview/theme/plataforma/css/owl.carousel.min.css)
21:30:27	112826/112826	---M--	200	added ('OK')	application/octet-stream	etag:%225d39672a-1b8ba%22	https://colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons.eot?v=4.0.0-19	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons580c.eot	(from https://colorlib.com/preview/theme/plataforma/css/ionicons.min.css)
21:30:27	50592/50592	---M--	200	added ('OK')	application/font-woff2	etag:%225d39672e-c5a0%22	https://colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons580c.woff2	(from https://colorlib.com/preview/theme/plataforma/css/ionicons.min.css)
21:30:28	66024/66024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225d39672d-101e8%22	https://colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons.woff?v=4.0.0-19	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons580c.woff	(from https://colorlib.com/preview/theme/plataforma/css/ionicons.min.css)
21:30:28	112648/112648	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225d39672c-1b808%22	https://colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons580c.ttf	(from https://colorlib.com/preview/theme/plataforma/css/ionicons.min.css)
21:30:28	313199/313199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d39672d-4c76f%22	https://colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/ionicons/fonts/ionicons580c.svg	(from https://colorlib.com/preview/theme/plataforma/css/ionicons.min.css)
21:30:29	6404/6404	---M--	200	added ('OK')	application/octet-stream	etag:%225d39671c-1904%22	https://colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.eot	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.eot	(from https://colorlib.com/preview/theme/plataforma/css/flaticon.css)
21:30:30	6404/6404	---M--	200	added ('OK')	application/octet-stream	etag:%225d39671c-1904%22	https://colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.eot?	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticond41d.eot	(from https://colorlib.com/preview/theme/plataforma/css/flaticon.css)
21:30:30	4208/4208	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225d39671e-1070%22	https://colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.woff	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.woff	(from https://colorlib.com/preview/theme/plataforma/css/flaticon.css)
21:30:31	6228/6228	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225d39671e-1854%22	https://colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.ttf	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.ttf	(from https://colorlib.com/preview/theme/plataforma/css/flaticon.css)
21:30:32	36782/36782	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d39671d-8fae%22	https://colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.svg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/flaticon/font/Flaticon.svg	(from https://colorlib.com/preview/theme/plataforma/css/flaticon.css)
21:30:32	307332/307332	---M--	200	added ('OK')	application/octet-stream	etag:%225d3966f7-4b084%22	https://colorlib.com/preview/theme/plataforma/fonts/icomoon/icomoon.eot?6tt51o	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/icomoon/icomoonccfb.eot	(from https://colorlib.com/preview/theme/plataforma/css/icomoon.css)
21:30:33	307168/307168	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225d3966fa-4afe0%22	https://colorlib.com/preview/theme/plataforma/fonts/icomoon/icomoon.ttf?6tt51o	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/icomoon/icomoonccfb.ttf	(from https://colorlib.com/preview/theme/plataforma/css/icomoon.css)
21:30:35	307244/307244	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225d3966fa-4b02c%22	https://colorlib.com/preview/theme/plataforma/fonts/icomoon/icomoon.woff?6tt51o	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/icomoon/icomoonccfb.woff	(from https://colorlib.com/preview/theme/plataforma/css/icomoon.css)
21:30:35	935341/935341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d3966f8-e45ad%22	https://colorlib.com/preview/theme/plataforma/fonts/icomoon/icomoon.svg?6tt51o	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/fonts/icomoon/icomoonccfb.svg	(from https://colorlib.com/preview/theme/plataforma/css/icomoon.css)
21:30:36	314437/314437	---M--	200	added ('OK')	image/jpeg	etag:%225d3966c9-4cc45%22	https://colorlib.com/preview/theme/plataforma/images/bg_2.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/bg_2.jpg	(from https://colorlib.com/preview/theme/plataforma/about.html)
21:30:36	81909/81909	---M--	200	added ('OK')	image/jpeg	etag:%225d3966cb-13ff5%22	https://colorlib.com/preview/theme/plataforma/images/image_5.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/image_5.jpg	(from https://colorlib.com/preview/theme/plataforma/blog.html)
21:30:38	65615/65615	---M--	200	added ('OK')	image/jpeg	etag:%225d3966cb-1004f%22	https://colorlib.com/preview/theme/plataforma/images/image_6.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/image_6.jpg	(from https://colorlib.com/preview/theme/plataforma/blog.html)
21:30:38	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202020%2016:00:21%20GMT	https://colorlib.com/preview/theme/plataforma/images/image_7.jpg	C:/Users/Samir%20Bhattacharje/Desktop/SATWIKA/WIEmpower20/colorlib.com/preview/theme/plataforma/images/image_7.jpg	(from https://colorlib.com/preview/theme/plataforma/blog-single.html)
